tweets,processed_text,sentiment,predicted_sentiment,prediction_probability,top_topics,dataset
"#condoseniors said @apple needs to supply condo with dedicated tech. so many issues with iphone, imac, ipads warrants it. tech will eat well","said need to suppli condo with dedic tech. so mani issu with iphone, imac, ipad warrant it. tech will eat well",-1.0,-1.0,0.55039597,"Topic 3, Topic 6",train
"@jki laikam beidzot ari man bus jaizlasa, ko isti @apple pasludinaja ticigajiem :d","laikam beidzot ari man bu jaizlasa, ko isti pasludinaja ticigajiem d",0.0,0.0,0.778201,"Topic 5, Topic 4",train
"@jakeflem @apple i had to get my logic board completely replaced, if it's under warranty they'll do it for free - make sure to back up b4","i had to get my logic board complet replaced, if it under warranti theyll do it for free make sure to back up b",0.0,0.0,0.81234205,"Topic 3, Topic 5",train
"rt @onerepublic: studio at 45,000 ft.  one outlet,  4 computers.  @apple we need the batteries of the future now!!!! ","studio at , ft. one outlet, computers. we need the batteri of the futur now!!!!",0.0,0.0,0.79342747,"Topic 5, Topic 3",train
"@apple's new @iphone5c will be available to pre-order from apple's online store on friday, 13th of september.","s new will be avail to preorder from onlin store on friday, th of september.",0.0,0.0,0.8952176,"Topic 6, Topic 4",train
"@blakegrahampga @bestbuy i'm starting to do that, i've always gone to the @apple store for any of there toys!","im sta to do that, ive alway gone to the store for ani of there toys!",0.0,0.0,0.5850367,"Topic 4, Topic 6",train
"rt @teamcavuto: protesters stage #diein protests in @apple store in nyc... is it me, or is this anger misplaced? retweet if you agree.","protest stage protest in store in nyc... is it me, or is thi anger misplaced? retweet if you agree.",0.0,0.0,0.8531694,"Topic 4, Topic 2",train
@zagkmerrick wtf @apple fix this,wtf fix thi,-1.0,-1.0,0.9897703,"Topic 3, Topic 5",train
"#aapl:apple loop: iphone 6s rumors, the myth of steve job's garage, iphone 6...","loop iphon s rumors, the myth of steve job garage, iphon ...",0.0,0.0,0.87292874,"Topic 4, Topic 2",train
rt @mydigitalcoco: .@mcdonalds shares a slice with #iphone6 lovers @apple ,. share a slice with lover,0.0,0.0,0.81964135,"Topic 2, Topic 6",train
"#iphone6plus vs. galaxy note 4: #has @apple [#apple] really snatched away the #phablet .... (#thursday, 4 #decem... ","vs. galaxi note realli snatch away the .... , ...",0.0,0.0,0.8422289,"Topic 4, Topic 2",train
@apple @ayudamovistarve apple m mando al operador local para solicitar liberacion de mi iphone4s. apple said that movistar ve should do it,m mando al operador local para solicitar liberacion de mi iphones.said that movistar ve should do it,0.0,0.0,0.82644325,"Topic 6, Topic 3",train
'@apple: what to expect in 2015' ,what to expect in,0.0,0.0,0.82283807,"Topic 4, Topic 2",train
rt @ppropp: our buddies @arccosgolf are at eye level in the @apple store #startups @ctnext @stamfordicenter #nice ,our buddi are at eye level in the store,0.0,0.0,0.77511424,"Topic 1, Topic 6",train
can @apple just buy ihop already & turn it into a three-legged race store where nothing is as it seems?,can just buy ihop alreadi turn it into a threeleg race store where noth is as it seems?,0.0,0.0,0.8067779,"Topic 1, Topic 6",train
"psst, @apple, please let us customize icons for groups of apps on our ios devices","psst, , pleas let us custom icon for group of app on our io devic",0.0,0.0,0.59545386,"Topic 1, Topic 6",train
after years of losses apple is finally clawing back some market share against android $aapl #aapl ,after year of lossesi final claw back some market share against android,1.0,1.0,0.6460348,"Topic 2, Topic 6",train
@apple iwork and ilife #apps now free for new buyers rt @cnet: ,iwork and ilif now free for new buyer,0.0,0.0,0.827973,"Topic 6, Topic 5",train
rt @ihcfo: gonna go out on a limb. #twtr will be this decade's #aapl.,gonna go out on a limb. will be thi decad .,0.0,0.0,0.6910986,"Topic 3, Topic 5",train
not cool @apple ... not cool. you just bait-and-switched me into paying for an upgrade to server after a 'free' upgd. to 10.10.1?,not cool ... not cool. you just baitandswitch me into pay for an upgrad to server after a free upgd. to ..?,-1.0,-1.0,0.780192,"Topic 3, Topic 4",train
@apple tv fades away in #streaming video player market ,tv fade away in video player market,0.0,0.0,0.74672,"Topic 1, Topic 2",train
@macys why do i have to sign when making an @apple pay transaction?,whi do i have to sign when make an pay transaction?,0.0,0.0,0.86838853,"Topic 6, Topic 1",train
"#aapl:a year later, microsoft's nokia acquisition makes sense...","a year later, microsoft nokia acquisit make sense...",0.0,0.0,0.8199966,"Topic 4, Topic 3",train
".@apple vp marketing: be quiet, photogs, and let #iphone do #photography for you.   condescension, anyone?",". vp market be quiet, photogs, and let do for you. condescension, anyone?",0.0,0.0,0.7959852,"Topic 2, Topic 5",train
"ha! @bdwallace ""@thepartycow well, well. @motorola using @twitter to fire back @apple. in other news go @adambain! pic.twitter.com/c6mgamrqmi""","ha! well, well. use to fire back . in other news go ! pic.twitter.comcmgamrqmi",0.0,0.0,0.7302236,"Topic 4, Topic 2",train
why even apple is surprised by the enormous demand for the iphone 6 $aapl #aapl ,whi eveni surpris by the enorm demand for the iphon,0.0,0.0,0.8024399,"Topic 6, Topic 2",train
oh @apple this is horrible packaging and shipping. #shame ,oh thi is horribl packag and shipping.,-1.0,0.0,0.67821515,"Topic 1, Topic 5",train
apple tentatively approves plans to expand reseller network in india with 500 new stores $aapl #aapl ,tent approv plan to expand resel network in india with new store,0.0,0.0,0.8217748,"Topic 4, Topic 6",train
a surprising twist in the @apple #ipod #lawsuit ---&gt; down to one plaintiff!   @nytimes #tech #news,a surpris twist in the gt down to one plaintiff!,0.0,0.0,0.7997015,"Topic 2, Topic 3",train
"#realworld #etnui #magicleap #spin @google @htc @apple @samsung @magicleap this is a collection of dreams, thoughts, and discussions i share","thi is a collect of dreams, thoughts, and discuss i share",0.0,0.0,0.7757917,"Topic 6, Topic 5",train
it's official: #williamsburg is no longer hip anymore.  @apple,it offici is no longer hip anymore.,-1.0,0.0,0.44360754,"Topic 3, Topic 1",train
how do i have 1% then plug in my phone and jumps to 4% @apple stop playing games,how do i have then plug in my phone and jump to stop play game,-1.0,-1.0,0.8314114,"Topic 4, Topic 5",train
how to #profit in #apple (#aapl) #options #trade #trading #finance #short #bet #hedge ,how to in,0.0,0.0,0.778201,"Topic 5, Topic 6",train
rt @cruci0btch: why don't we have harry potter emojis please work on this @apple,whi dont we have harri potter emoji pleas work on thi,0.0,-1.0,0.66927475,"Topic 5, Topic 6",train
@sashametro @mayhembcn @apple happy to help..if u use kind words :). using apple process is free and fast.  dm with ?,happi to help..if u use kind word . usingprocess is free and fast. dm with ?,1.0,1.0,0.73598623,"Topic 3, Topic 4",train
apple: $115 fits to 8.4% increase in earnings. use 2014q3 eps=$1.42 in  #free ios app donkey stocks. #aapl ,fit to . increas in earnings. use q eps. in io app donkey stocks.,0.0,0.0,0.78976387,"Topic 4, Topic 2",train
not sure who is worse @att @apple vacations or @sovereignbankus,not sure who is wors vacat or,-1.0,-1.0,0.5856758,"Topic 5, Topic 6",train
will  @virginmobileusa carry the iphone 5s ? @apple @sprint,will carri the iphon s ?,0.0,0.0,0.75777316,"Topic 4, Topic 2",train
@apple #yosemiteproblems erases my saved pass words every day. this is getting annoying.,eras my save pass word everi day. thi is get annoying.,-1.0,-1.0,0.6001959,"Topic 3, Topic 5",train
saka mi lan bu? @apple pic.twitter.com/i0ega8iohp,saka mi lan bu? pic.twitter.comiegaiohp,0.0,0.0,0.8183419,"Topic 3, Topic 2",train
"@apple ay cuhz step your shit up,have a good phone with a real charger ready by february or we outro","ay cuhz step your shit up,hav a good phone with a real charger readi by februari or we outro",-1.0,-1.0,0.98641634,"Topic 6, Topic 3",train
attention @apple! your free ipads would go faster if your emails didn't go straight to junk folders. #sortitout,attent ! your free ipad would go faster if your email didnt go straight to junk folders.,-1.0,-1.0,0.52893716,"Topic 5, Topic 6",train
"@iseeblighty enjoy! ...  ""@johan_barnard: hahaha some people just have too much time! @android vs @apple ... again! pic.twitter.com/ym1a0z6rzj""",enjoy! ... hahaha some peopl just have too much time! vs ... again! pic.twitter.comymazrzj,0.0,0.0,0.8688536,"Topic 5, Topic 2",train
"on hold with @apple, they're playing ""i remember"" by @deadmau5.. yeah don't transfer my call yet, i can wait for this song to finish! ? #tbt","on hold with , theyr play i rememb by .. yeah dont transfer my call yet, i can wait for thi song to finish! ?",0.0,0.0,0.5856083,"Topic 6, Topic 5",train
see which 11 guru fund managers hold apple $aapl #aapl ,see which guru fund manag hold,0.0,0.0,0.7784724,"Topic 3, Topic 5",train
"had android chargers for years &amp; they're still top tier. please keep up, @apple.","had android charger for year theyr still top tier. pleas keep up, .",-1.0,-1.0,0.8900836,"Topic 3, Topic 6",train
@filsfan @apple @ginianightly @the_hott_spot @themixxhangout awesome! thanks man,awesome! thank man,0.0,1.0,0.6080166,"Topic 5, Topic 4",train
. @apple is the most innovative company of 2014  via @techcocktail #innovation,. is the most innov compani of via,1.0,1.0,0.6309082,"Topic 4, Topic 5",train
"@jacobrossi yeah, seriously... why doesn't @apple have one?  good developer relations i think to have one.","yeah, seriously... whi doesnt have one? good develop relat i think to have one.",-1.0,-1.0,0.9054108,"Topic 6, Topic 5",train
thanking @apple for the 'do not disturb' feature,thank for the do not disturb featur,1.0,1.0,0.8740518,"Topic 6, Topic 4",train
"as a die hard @apple customer, i must say i am truly displeased with the customer service i was given yesterday. #badservice #apple","as a die hard customer, i must say i am truli displeas with the custom servic i wa given yesterday.",-1.0,-1.0,0.8675357,"Topic 1, Topic 4",train
hey @apple are you even thinking about fixing your wifi issues? #yosemiteproblems,hey are you even think about fix your wifi issues?,-1.0,-1.0,0.98213744,"Topic 5, Topic 1",train
why? why have you put gay stuff in my fucking iphone @apple ,why? whi have you put gay stuff in my fuck iphon,-1.0,-1.0,0.9980622,"Topic 3, Topic 5",train
@dimu4ever @timcook @apple lool. see dis man eee :d,lool. see di man eee d,0.0,0.0,0.778201,"Topic 5, Topic 4",train
@quentinnield @apple i need to reinstall on my apple ipad 2,i need to reinstal on myipad,0.0,0.0,0.8479911,"Topic 6, Topic 3",train
"progressive @apple fans, prepare to support the koch brothers!   #p2 #1u #uniteblue #ctl #libcrib #ows","progress fans, prepar to suppoth koch brothers!",0.0,0.0,0.778201,"Topic 5, Topic 6",train
@guardiansustbiz @apple @facebook @amazon #notgoodenough #csr @dr_lara_zib,,0.0,0.0,0.778201,"Topic 5, Topic 6",train
"#iphone6, #6 plus availability and wait time update: @apple [#apple] store, verizon .... (#sunday, 7 #december) ",", plu avail and wait time updat store, verizon .... ,",0.0,0.0,0.92372245,"Topic 1, Topic 4",train
@apple to host free workshops to take the mystery out of coding - cnet  #technology #coding  ,to host free workshop to take the mysteri out of code cnet,1.0,0.0,0.70248187,"Topic 6, Topic 1",train
apple 5c sells for $199 in the us.... but it's 40k in india???  @apple  how come it s cheap?? :/,c sell for in the us.... but it k in india??? how come it s cheap??,-1.0,0.0,0.62405145,"Topic 6, Topic 4",train
rt @applebees: @l0lvivivuvu @sextsatan @apple and replied... #livingthedream ~ari,and replied... ari,0.0,0.0,0.778201,"Topic 5, Topic 6",train
could apple inc. sell 24 million apple watches in 2015? $aapl #aapl ,couldinc. sell millionwatch in ?,0.0,0.0,0.8401946,"Topic 6, Topic 4",train
@ganondaif why is the quality so bad on these webcam pics excuse me @apple,whi is the qualiti so bad on these webcam pic excus me,-1.0,-1.0,0.58292884,"Topic 2, Topic 1",train
jmp raises #apple price target to $150 on 'exceptionally strong' demand for: apple insider: #aapl: 115.93 (+1.... ,jmp rais price target to on except strong demand forinsid . ....,0.0,0.0,0.9433882,"Topic 3, Topic 2",train
"rt @teamcavuto: protesters stage #diein protests in @apple store in nyc... is it me, or is this anger misplaced? retweet if you agree.","protest stage protest in store in nyc... is it me, or is thi anger misplaced? retweet if you agree.",0.0,0.0,0.8531694,"Topic 4, Topic 2",train
.@apple is the iphone 6 y3k compliant?,. is the iphon yk compliant?,0.0,0.0,0.76258576,"Topic 1, Topic 4",train
"the @sony #e-paper fes #watch is the coolest piece of #wearable #tech yet, sorry @apple  by @luchanglu via @bustle","the paper fe is the coolest piec of yet, sorri by via",0.0,0.0,0.778201,"Topic 5, Topic 4",train
transpartent resin infused #composite structures by @apple ,transpaent resin infus structur by,0.0,0.0,0.778201,"Topic 5, Topic 6",train
@waywardhem @nheagy @apple i was thinking about this the other day. i wish it would come true.,i wa think about thi the other day. i wish it would come true.,0.0,0.0,0.7353676,"Topic 1, Topic 4",train
"rt @acrossthebartv: our first ever #onfoodableweekly! much to discuss on this episode! @apple pay, @habitburger ","our first ever ! much to discuss on thi episode! pay,",0.0,0.0,0.7276243,"Topic 6, Topic 5",train
tbh i always love black or gold jesus fjaskdghdka hate you @apple,tbh i alway love black or gold jesu fjaskdghdka hate you,-1.0,-1.0,0.6899893,"Topic 6, Topic 2",train
@chunherena you sure have a small # of followers for working for @apple (note the sarcasm),you sure have a small of follow for work for note the sarcasm,0.0,0.0,0.61397356,"Topic 6, Topic 5",train
