labels,tweets
-1.0,@apple need to sort this b*llshit out with safari in yosemite! 'safari can not find server' #apple #macbook #yosemiteproblems #yosemite
0.0,"apple: canaccord, merrill up targets on iphone cycle; mostly priced into the stock, says pac crest $aapl #aapl "
-1.0,.@apple faces $1b lawsuit over ipod allegations:  #legal #tech #lawsuit
0.0,#aapl:here's why apple won't be a trillion dollar company according to billi...
0.0,@apple gets patent to prevent cracked screens by rotating #iphones as they fall:   #apple
-1.0,@tim_cook not happy with @apple @appstore backwards compatibility should be a given.  it is for my other apps why not aperture?? money grab?
0.0,rt @ace_kit_uk: apple macbook (å£949.86)  @office_nerd @apple #tech 
0.0,why isn't @apple on twitter? 
0.0,@ggwpapple higher ups can link that link back to your @apple.com email address
-1.0,hey @apple: love ya but #applecare low-fi hold music is awful. would prefer to hear tips on using apple gear.  better use of my hold time.
0.0,macbook pro 13   non-retina first startup:  via @youtube @apple #macbook #macbookpro #startup #hipster
0.0,macbook pro 13in unboxing:  via @youtube @apple #macbook #macbookpro #startup #hipster #unboxing
0.0,ipad mini unboxing!:  via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unboxing
0.0,ipad mini first time startup!:  via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unbox
-1.0,apple's iphone 6 may face patent dispute from chinese vendor with look-alike device $aapl #aapl 
0.0,eddy cue speaks about ibooks price-fixing case: 'we feel we have to fight for the truth'  #aapl
0.0,russia could ban apple inc. iphone for lawmakers [report]  #aapl
-1.0,"as a die hard @apple customer, i must say i am truly displeased with the customer service i was given yesterday. #badservice #apple"
0.0,i would like an @apple rep to reach out to me and resolve the issue @tim_cook
0.0,$aapl has 4 analyst ratings in the last 7 days and 100% are positive. median target: $137.5 (19% upside).  #aapl
0.0,rt @ace_kit_uk: apple macbook (å£949.86)  @office_nerd @apple #tech 
0.0,@ace_kit_uk @office_nerd @apple is this deal still available?
1.0,cnbctv:  #apple arguably most innovative company in world: pro #aapl 
0.0,"@themancbear @ace_kit_uk @apple hi craig!  yes, this offer is still available. please visit us online  to purchase."
0.0,cnbctv:  day 1: #apple's antitrust trial #aapl 
0.0,#aapl i think it will be valued at 140-145s at next year.death of steve jobs damaged #samsung more than apple +
0.0,eu: nice iphone ya got there. pity if something were to happen to it.  @apple @applenws @iphone_news
0.0,#aapl:apple heads to trial with steve jobs as a witness...
0.0,rt @jopocop: bloombergtv:  #stevejobs testimony to play key role in #ipod trial  #aapl
0.0,deutsche bank sees risk of apple iphone's 'sharp production cuts' $aapl #aapl 
0.0,"#verrì_cktes #gerì_cht: #iphone6s zum @apple [#apple] watch. (#tuesday, 2 #december) "
0.0,@google #chromecast leapfrogs @apple #tv as the aging media player loses ground to rivals 
0.0,@apple gets patent to prevent cracked screens by rotating iphones as they fall  @tim_maliyil 
-1.0,@apple plz kill verizon soooo i don't have weird apps and passcodes and synchronized locations on everything
-1.0,rt @elmetifi: #aapl i think it will be valued at 140-145s at next year.death of steve jobs damaged #samsung more than apple +
-1.0,strikes me as somewhat stupid that @apple have sent me a brand new iphone without the latest software on. so i can't restore my old stuff.
-1.0,@apple really needs to do something about these bullshit cords
0.0,back from the dead: old ipods drag apple to court  #aapl #stevejobs
0.0,"up 169%, is #apple supplier #skyworks still a buy? #swks  #aapl #brcm #mu #qcom #vti "
1.0,5 gorgeous #iphone #apps with surprising designs and amazing visuals | bgr #aapl 
0.0,rt @idsa: legendary @apple designer @susankare gives young designers 2 simple rules to follow.  via @fastcodesign
-1.0,@apple ??? my iphone 3 which has been sitting quietly for a year in a protective case just split open at the back 
0.0,@ncrcorporation silver merchants prefer #bitcoin to @apple #applepay   #payments #retail #banking
-1.0,"yes @apple, now is a perfect time to lock my screen and install a software update without asking. #not"
-1.0,"me too. mt @msnarcissistic as a die hard @apple customer, i am truly displeased with the customer service i was given yesterday. #badservice"
0.0,chinese phone vendor claims apple's iphone 6 looks too similar $aapl #aapl 
1.0,@samjam agreed--have to give props to @apple for battery life on new iphones. it's so good. #tl_chat
0.0,#winter can be scary but you can stay safe #winnipeg with our free @apple app 
0.0,apple - fibonacci technicals levels - intraday  update - $aapl #aapl  
0.0,rt @jpdesloges: apple - fibonacci technicals levels - intraday  update - $aapl #aapl  
-1.0,@apple i hate the microphone shit on the imessage please take it the fuck off
0.0,a4: sounds like i need to upgrade to the @apple iphone 6+. although my spacious purse holds many items! @tommyhilfiger @storeystl #tl_chat
0.0,#apple patents method to make #iphones fall like a cat #aapl 
0.0,#aapl:apple should fight the new court case over steve jobs' drm decision...
-1.0,#apple in the dock: $1 billion antitrust claim casts #stevejobs as conspirator #aapl 
0.0,#apple bears get paid as put contracts double amid drop #aapl 
1.0,"@sjspencee @apple hell yeah steve, stick it to the man!"
-1.0,"dear @apple, i've been an apple user for over 20 years and can't remember a bug like this current safari on. #fixit! "
-1.0,"dear @apple.  kindly fuck off with your .m4a format.  regards, music listeners everywhere."
0.0,"if @blackberry were like @apple, 10.3.1 would have been released already. bb is not playing catch up, they have time to assure it's perfect."
0.0,a6: speaking of wearables! the new @fitbit chargehr &amp; an @apple iphone 6. i want to eat latkes and run in place. #tl_chat @travlandleisure
0.0,@littlewordbites @apple @tommyhilfiger sounds like we'd travel well together then! #tl_chat
1.0,@littlewordbites @travlandleisure @apple  &gt; a5: chipping in here- i am inspired by the iphone 6+~ takes incredible photos! pin sharp!
1.0,was pleased to meet a fellow tweep at @apple #connected event!  a fellow #tbcoach practitioner @wyokari it was great to meet irl #txed
0.0,our buddies @arccosgolf are at eye level in the @apple store #startups @ctnext @stamfordicenter #nice 
0.0,"apple watch on track for february 2015 release, testing underway [rumour]  $aapl #aapl "
-1.0,@uberfacts i can think of 100 reasons not to if your on a 4s. fuck @apple
0.0,"rt @jpdesloges: apple watch on track for february 2015 release, testing underway [rumour]  $aapl #aapl "
0.0,rt @ppropp: our buddies @arccosgolf are at eye level in the @apple store #startups @ctnext @stamfordicenter #nice 
0.0,@midnight its unfollow unlike tuesday? how many can you unlike #unfollow? #socialcleanuptuesday
0.0,@tomadler @shortyawards @apple i agree.  'get' does not explicitly imply free.
-1.0,@sometimesboring also wtf @apple i dont even live in kirkby
1.0,"the #innovation sector has the largest multiplier effect when it comes to jobs! @apple employs 13,000, while creating 70,000 indirect jobs!"
0.0,"morgan stanley sells apple inc., but aapl stock still a buy $aapl #aapl "
-1.0,there's a movie in my itunes match / icloud that i can't remove. actually it's a trailer. very annoying @apple.
1.0,silver finish: the #applewatch places second before it's even out  via @macworld #aapl
-1.0,siri be on that bull shit telling me it's not gonna rain and shit da fuck i pay for her for @apple
1.0,@apple give me a job so i never have to suffer through windows os for personal nor work use
0.0,#nasdaq100 #recent #market #exit #4: sold $aapl long for a 10.49% #gain in 20 days. #aapl #forex #trading #stocks
-1.0,.@google unseats @apple in u.s. classrooms as #chromebooks beat #ipads
1.0,"@macmall is the @united of shopping. you have paid, but you may or not receive your goods (or flight). @apple far better at #custserv"
0.0,waiting on my #ipod - bubblews  via @apple #apple
-1.0,changing words that aren't even misspelled like where do they really do that at???? i would really like to know. @apple
-1.0,russia could ban #apple inc. iphone for lawmakers [report]  #aapl
0.0,there is a lot more that goes into building a brand.  you don't becom @apple just by picking a good name. @itsaventum_ @theaphotic
0.0,#apple inc. short interest down significantly in november  #aapl
0.0,don't worry @bentkraus. you can crash anything. not even @apple can stop you
-1.0,.@apple macmail on os x #yosemite is really giving me a hard time. is there an alternative email program out there? #yosemiteproblems
-1.0,russian lawmaker thinks the iphone is stealing state secrets $aapl #aapl 
0.0,apple - fibonacci technicals levels - last intraday  update - $aapl #aapl  
0.0,rt @jpdesloges: apple - fibonacci technicals levels - last intraday  update - $aapl #aapl  
-1.0,autocorrect changes actual words to other words but when i spell an actual word wrong it doesn't correct it? fuck yall niggas @apple
1.0,@jon_favreau movie 'chef' so original &amp; well executed. reminded me of the days steve jobs dreaming up @apple and then created the #iphone
0.0,"@apple [#apple] #patents an #iphone drop protection mechanism that changes device .... (#tuesday, 2 #december) "
0.0,apple intraday comments - last update - premium users  #aapl #stockaction #trading #stocks #mkt 
0.0,what happened to apple inc?     #aapl #apple @moneypress 
-1.0,what the hell is this 5gbs of 'other' data on my phone @apple?????????
1.0,"if i tweet about nandos my phone puts it in caps, i like the iphone six, it knows my favourite restaurant. good phone gg @apple"
0.0,"apple:dec 2 trading daily profit $3.34/sh, weekly profits of $13.37/sh  #aapl #stockaction #trading #stocks #mkt   "
0.0,wells fargo continues promoting apple pay with new advertisement  #aapl
0.0,let's not forget that press effects stock @apple to defend against ipod antitrust suit 
0.0,foxbustv:  is it time to start buying #apple? |  #aapl
0.0,how in the heck isn't there a taco emoji? @apple
-1.0,#aapl:steve jobs emails featured in apple ipod u.s. antitrust trial...
0.0,"trade $aapl #free nightly updates are #posted here on #twitter, or you can visit the #trade #aapl free #website here "
-1.0,".@sony named 'most-desired brand' during #blackfriday &amp; #cybermonday, beating #tech rival @apple:  via @thedrum"
0.0,strategic steps towards full-time #trading   #stocks #futures #forex #trader #es  #baba #aapl #gpro #fb #eem #esignal
0.0,results of our' #mobility pilothouse program. @att  @cisco @apple see which had the most loyal customers. 
0.0,"@optionmonster imho, #oil is going lower, no reason not to, no bottom here. also, btw #aapl is going $200. @cnbcclosingbell #boldstatement"
0.0,rt @newsmintapp: #aapl:steve jobs emails featured in apple ipod u.s. antitrust trial...
-1.0,@google beating @apple in u.s. education market amid ipad slowdown  #neo
1.0,@sonyuk see not even have the courtesy to reply as i said should have stayed with @apple much better customer service from them
-1.0,@time: steve jobs to testify in @apple trial from beyond the grave 
0.0,2 simple rules for young designers from legendary @apple designer susan kare via @fastcodesign 
0.0,"sold to you on both counts rt @ualdrivr: @optionmonster imho, #oil is going lower,  no bottom here. also, btw #aapl is going $200"
0.0,5 companies growing faster than apple inc.  #aapl
0.0,#aapl:apple co-founder the woz going into reality tv...
0.0,"apple inc. price at close, december 02, 2014, is 114.63. #apple #aapl"
-1.0,2/ at its announcement @samsung supporters criticized #aapl for 'following' samsung into the large screen game.
0.0,we're out here taking bluetooth calling to a whole new level where you at @microsoft @apple @billgates 
